question_id,option_id,option_label,weighted_share,weighted_percent,weighted_n,unweighted_n,is_missing,source_url
2024-037_q1,1,Complete confidence,0.08772226834396504,8.77,87.72226834396523,79,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q1,2,Some confidence,0.4504557078130972,45.05,450.4557078130982,469,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q1,3,Little confidence,0.32052207395196397,32.05,320.52207395196467,322,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q1,4,No confidence,0.10109532245818995,10.11,101.09532245819017,96,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q1,5,Not sure,0.040204627432783725,4.02,40.20462743278381,34,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q10,1,"Yes, all are welcome (Jewish, Muslim, and Christian).",0.45397727820258643,45.4,453.9772782025874,471,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q10,2,"Yes, but only Jewish refugees.",0.03383702194628482,3.38,33.8370219462849,34,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q10,3,"Yes, but only Muslim refugees.",0.019661962791371636,1.97,19.66196279137168,14,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q10,4,"Yes, but only Christian refugees.",0.036026723315350735,3.6,36.026723315350814,35,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q10,5,"No, the U.S. should not be held responsible for displaced people from the region.",0.4564970137444063,45.65,456.4970137444073,446,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,1,Feedback/Input from Constituents,0.2674617239413403,26.75,267.4617239413409,282,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,2,Feedback/Input from Lobbyist and Interest Groups,0.48399630557431167,48.4,483.9963055743127,500,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,3,Feedback/Input from Media,0.20247734812912688,20.25,202.4773481291273,198,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,4,Feedback/Input from a Political Party,0.4384238225086929,43.84,438.42382250869383,443,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,5,Their own opinion,0.44648878714436163,44.65,446.4887871443626,440,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,6,Feedback/Input from Others,0.15611977933050697,15.61,156.1197793305073,166,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,7,Other,0.038008139544203866,3.8,38.00813954420395,40,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q11,8,None of the above,0.07297580553925134,7.3,72.9758055392515,74,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q12,1,"Yes, Pre OIF (Operation Iraqi Freedom) and OEF (Operation Enduring Freedom)",0.016437577462747308,1.64,16.437577462747342,15,false,https://verasight-mpsa-2024.tiiny.co
2024-037_q12,2,"Yes, OIF (Operation Iraqi Freedom)",0.01355650480495473,1.36,13.55650480495476,12,false,https://verasight-mpsa-2024.tiiny.co
